商家,区域,商圈,星级,服务,价格,销量
秀域古方减肥（东朝阳店）,南关区,人民广场,4.0,新店专享全营养瘦身体验小课程,449,6
瑶芳祛痘（总部）,南关区,全安广场,4.0,单人美白无痕除印套餐,19.9,5
满愿养正堂火焰掌体验馆,南关区,东南湖大路,4.3,单人中式局部推拿,43,5
心海岸美容美甲瘦身馆,南关区,南关区,4.6,高端健康养生美容美体SPA套餐,198,1
时云舫美体瘦身中心,南关区,五环体育场,4.8,单人韩式美唇,1980,0
名流美发美甲,南关区,工大南门,4.3,韵伊人化妆品美甲店专业手部美白补水,19.9,0
钓鱼岛洗浴休闲会馆（丽豪店）,朝阳区,重庆路,5.0,单人洗浴+汗蒸套餐,39,32121
世龙世家灰指甲手足健康连锁（崇智路店）,朝阳区,重庆路,5.0,泡脚足浴+修脚护理单人套餐,9.9,26961
世龙世家修脚,朝阳区,建设街,5.0,泡脚足浴+修脚护理单人套餐,9.9,26961
朋朋修脚（长春红旗店）,朝阳区,红旗街,4.1,单人足部护理套餐,33.9,15628
朋朋修脚（繁荣路店）,朝阳区,朝阳区,4.0,单人足部护理套餐,33.9,15628
美丽田园（欧亚新世界店）,朝阳区,红旗街,5.0,单人美白/保养/紧致/保湿SPA套餐四选一,268,13592
再清椿美容（长春店）,朝阳区,红旗街,5.0,单人再清椿按摩项目3选1,36,8491
太和浴足（建设街南昌路店）,朝阳区,建设街,5.0,太和宫廷调理,128,8205
太和足道（同志街店）,朝阳区,朝阳区,5.0,太和宫廷调理,128,8205
太和浴足（翔运街店）,朝阳区,朝阳桥,5.0,太和宫廷调理,128,8205
秀域古方减肥（红旗街店）,朝阳区,红旗街,4.6,单人夏日冰点净脱,88,7221
利金足道（南昌路店）,朝阳区,建设街,5.0,单人养生浴足套餐,96,5503
利金足道（建设街店）,朝阳区,建设街,5.0,罗汉神功单人套餐,96,4424
北派修脚（红旗街店）,朝阳区,红旗街,5.0,单人北派修脚套餐,28,4134
皇龙浴足（湖西路店）,朝阳区,朝阳区,5.0,单人浴足套餐,109,3154
欣奕除疤（长春红旗街万达店）,朝阳区,红旗街,4.8,去黑头：深层清洁+除粉刺+收缩毛孔+补水保湿,58,3111
克丽缇娜（高新保利店）,朝阳区,朝阳区,3.5,克丽缇娜水妍润泽单人焕美套餐,158,3088
克丽缇娜（红旗街店）,朝阳区,湖西路,3.5,克丽缇娜水妍润泽单人焕美套餐,158,3088
克丽缇娜（保利春天里店）,朝阳区,朝阳区,3.5,克丽缇娜水妍润泽单人焕美套餐,158,3088
芳享生活美容美甲美睫连锁会馆,朝阳区,红旗街,4.6,单人韩式半永久纹绣美容-纹眉纹眼纹唇美瞳线美睫线套餐,1380,2633
娇莉芙.萃颜坊（同志街店）,朝阳区,朝阳区,4.6,单人绿鱼子面部抗氧+全身通络护理套餐,208,2431
娇莉芙.萃颜坊（长影世纪店）,朝阳区,红旗街,5.0,单人绿鱼子面部抗氧+全身通络护理套餐,208,2431
娇莉芙.萃颜坊（西安大路店）,朝阳区,重庆路,3.9,单人绿鱼子面部抗氧+全身通络护理套餐,208,2431
世外桃源健足养生SPA会馆（自由大路店）,朝阳区,桂林路,5.0,单人辛夷修身净浴spa,368,2031
御汤苑养生足疗馆,朝阳区,重庆路,5.0,全身按摩套餐,188,1550
金舫足道（红旗街店）,朝阳区,湖西路,5.0,金舫套餐,119,1313
吉祥盛世CEO御足养生会所,朝阳区,桂林路,5.0,单人保健套餐,119,1090
思圻生活美容美睫美甲率先技术体验全国连锁机构,朝阳区,红旗街,5.0,肌光-点痣祛痣-打耳洞-点斑-扁平疣红血丝任选美容套餐,18,778
蓝兮美容美睫美甲率先技术体验馆,朝阳区,红旗街,5.0,专业祛痘美容-刺、疮、黑头、痘印一步解决,68,772
名媛美容美睫美甲连锁艺术中心（七彩店）,朝阳区,红旗街,3.0,专业祛痘美容-刺、疮、黑头、痘印一步解决,68,772
香伊美容美甲美睫连锁艺术会馆,朝阳区,红旗街,5.0,专业祛痘美容-刺、疮、黑头、痘印一步解决,68,772
莲荷养生轩,朝阳区,朝阳区,5.0,单人冰点温和E光净毛体验,8.8,611
路露专业脱毛连锁机构（长春店）,朝阳区,红旗街,4.8,代金券,1,596
世尊中医推拿中心（清华路店）,朝阳区,桂林路,5.0,全身按摩单人票,75,512
若石足道（卓展店）,朝阳区,重庆路,5.0,单人若石保健按摩,179,485
苗方清颜专业祛痘养生中心（西安大路店）,朝阳区,重庆路,4.7,【超值特惠】单人祛痘体验套餐,38,497
康信专业中医按摩,朝阳区,桂林路,5.0,单人肩颈腰按摩,39,458
圣茂堂盲人按摩院（二店）,朝阳区,朝阳区,4.6,单人部位调理,50,412
太极盲人按摩院,朝阳区,红旗街,5.0,单人小周天胃肠全身调理任选其1,69,397
冠叶养生按摩馆,朝阳区,红旗街,4.6,单人部位按摩,69,345
中医按摩内科诊所,朝阳区,桂林路,5.0,耳烛拔罐任选,10,313
足霸天下修脚会所,朝阳区,桂林路,5.0,单人修脚套餐,26.9,309
德昌中西医结合门诊部·推拿科,朝阳区,红旗街,5.0,单人全身推拿套餐,69.8,298
波丽霸美胸养生会所（百脑汇店）,朝阳区,红旗街,4.4,单人身体芳香磁疗SPA 1次+肩颈保养1次经络净排、磁疗温补,68,276
波丽霸美胸养生会所（人民广场店）,朝阳区,重庆路,5.0,单人身体芳香磁疗SPA 1次+肩颈保养1次经络净排、磁疗温补,68,276
徕隆按摩养生馆,朝阳区,红旗街,5.0,单人全身通经络,28.8,221
花都造型（桂林路店）,朝阳区,桂林路,4.8,首席设计师染/烫套餐,298,221
雪茹美度（壹号会所店）,朝阳区,重庆路,4.7,单人德国菲瑞丝水凝保湿护理/美国蓓丽雅御脊梳理套餐二选一,99,193
雪茹美度（红旗街店）,朝阳区,红旗街,4.3,单人德国菲瑞丝水凝保湿护理/美国蓓丽雅御脊梳理套餐二选一,99,193
可乃尔美容美体生活馆,朝阳区,红旗街,5.0,单人刮痧罐罐,7.8,190
莲汇所泰式spa尊爵会馆,朝阳区,红旗街,4.6,单人经典浴足,99,180
芷园SPA会所（天安店）,朝阳区,湖西路,4.4,芷园SPA会所养护套餐,128,166
自然生活美容美体中心（欧亚店）,朝阳区,红旗街,4.6,单人面鼻眼+肠道/肩颈护理套餐,98,160
清颜专业祛痘,朝阳区,朝阳区,5.0,单人DDS国际多重逗肌护理套餐,49.9,151
名人推拿养生堂,朝阳区,湖西路,5.0,单人按摩套餐,34,148
植颜坊,朝阳区,重庆路,5.0,单人天然芦荟鲜汁水疗嫩肤,20,141
Janue  简悦美发泰式spa,朝阳区,红旗街,5.0,【限时抢购】洗发造型,9.9,67
舒艺盲人按摩,朝阳区,桂林路,5.0,单人头部按摩 肩颈部按摩 背腰部按摩 足底按摩四选一,34.8,62
波尔美美胸体雕养生会所,朝阳区,湖西路,5.0,单人美胸护理体验套餐3选1,99,60
安妮尔美容养生馆,朝阳区,南湖公园,5.0,单人韩式嫁接睫毛,69.8,55
二宝奇罐瘦身馆,朝阳区,红旗街,4.8,单人3D立体嫁接睫毛,59.9,51
韩国姿生花国际纤体（隆礼路店）,朝阳区,桂林路,3.7,3选1,39.9,45
蕾特恩专业祛痘国际连锁（西安大路店）,朝阳区,建设街,5.0,单人美白补水单次套餐,29,43
莱蔓仙姿国际专业减肥美容连锁机构,朝阳区,重庆路,3.9,单人排毒套餐,49.9,42
康华推拿调理室,朝阳区,建设街,4.2,单人全身脊柱梳理+砭灸,109.9,42
姿妍美容美体形象工作室,朝阳区,桂林路,5.0,面部水疗,19,40
沁雅中医按摩,朝阳区,南湖公园,4.4,单人按摩1次,19.9,35
苗方清颜专业祛痘连锁（桂林路店）,朝阳区,桂林路,4.4,360注氧补水（面部）套餐,29.9,32
Classy's韩式半永久纹眉美睫美甲,朝阳区,红旗街,5.0,Classy's 去痦子点痦子,5,30
梵熙茗媛半永久私人定制,朝阳区,红旗街,4.8,单人水疗,9.9,29
小妖精美容养生会所,朝阳区,重庆路,5.0,单人身体护理套餐,29.9,28
SASA美甲彩妆专门店,朝阳区,湖西路,5.0,精致立体彩妆5选1+仿真睫毛,49.9,28
雅仕新颜美容养生馆,朝阳区,红旗街,5.0,近视眼调理体验,98,25
俏美瘦美容美体,朝阳区,南湖公园,3.9,美容美体体验套餐,12.9,23
誉肤堂专业祛痘祛疤抗衰,朝阳区,桂林路,4.5,单人面部护理套餐,38,22
风云专祛痘连锁机构（桂林路店）,朝阳区,桂林路,5.0,单人超值体验补水+营养套餐,15.8,21
风云专祛痘连锁机构（红旗街店）,朝阳区,湖西路,4.7,单人超值体验补水+营养套餐,15.8,21
铭医美容,朝阳区,建设街,3.5,温和脱毛,6.6,19
皙泉科学美容生活馆,朝阳区,朝阳区,4.0,单人五行芳香经络调理（小馒头）,68,19
捌零后徒手整骨店,朝阳区,朝阳区,5.0,徒手打造小v脸,398,19
New Beauty 美睫皮肤管理工作室,朝阳区,朝阳区,4.9,韩国超微小气泡毛孔深层清洁,98,19
伊斯贝拉亲子美容会所,朝阳区,湖西路,5.0,单人暖宫驱寒瘦身纤体,9.9,17
Emay韩式半永久工作室,朝阳区,朝阳区,5.0,韩式手工眉毛（雾型）套餐,399,16
静美纤体馆,朝阳区,桂林路,4.9,单人沙棘净排排湿排寒单次体验,48,16
完美焕颜美容店,朝阳区,红旗街,4.3,单人单色经典美甲,19.9,15
京海美妆韩式半永久,朝阳区,红旗街,5.0,单人黑头清洁套餐,59.9,15
苗方净颜专业祛痘连锁机构（朝阳区总店）,朝阳区,建设街,4.6,单人颈肩疏通调理套餐,29.9,15
丝嘉生态养缘头疗养发馆,朝阳区,建设街,4.3,养发,48,13
馨洋美容美甲,朝阳区,红旗街,4.8,单人水玲珑深层补水套餐,29.8,13
美芝琳（经开店）,朝阳区,红旗街,4.7,痘肌美颜套餐,29.9,13
s&n;美甲美颜工作室,朝阳区,红旗街,5.0,单人面部管理套餐,98,12
铭巍美容美发会所,朝阳区,桂林路,5.0,天然美白果蔬面膜,28.8,12
Mplus美颜定制（铭医桂林路时尚店）,朝阳区,桂林路,4.6,韩国气泡毛孔清靓,58,12
APEX尖端脱毛,朝阳区,红旗街,5.0,冰点脱唇毛一疗程,198,12
闺蜜美甲,朝阳区,红旗街,5.0,闺蜜美甲单人商业化妆,50,12
云舒美艺美容美体会所,朝阳区,南湖公园,5.0,单人美白/保湿/嫩肤/紧致/美容spa套餐,158,12
霖医堂,朝阳区,红旗街,4.4,单人气功推拿,38,7
小人物染烫spa姜疗馆,朝阳区,辉南街,4.6,染发,98,7
悦·养生会馆,朝阳区,重庆路,4.7,单人五行代谢拔罐,18.8,6
至善瑜伽（欧亚卖场店）,朝阳区,欧亚卖场,4.3,至善美容体验套餐,39.6,6
圣伊美发型美容会所（重庆路店）,朝阳区,重庆路,5.0,单人美胸展傲人身材超人气体验套餐,149,5
蘭妮美容纤体,朝阳区,桂林路,4.7,面部皮肤注氧3次套餐,19.8,5
纤纤秀美甲,朝阳区,红旗街,3.5,嫁接睫毛,39.9,5
奥黛妮拉,朝阳区,朝阳区,4.9,全身植物草本SPA精油按摩套餐,98.8,5
爱美国度养生抗衰会所,朝阳区,湖西路,3.7,爱美国度女子美容美体SPA会馆温暖足部套餐,29.9,4
尊美美容美体抗衰美甲,朝阳区,南湖公园,4.6,单人韩国小气泡深层补水,39.9,5
爱美君美容院,朝阳区,红旗街,4.0,全身护理套餐,39.8,4
壹秀清圜美容美发美体养生会馆,朝阳区,重庆路,3.5,洗剪吹单人套餐,9.9,3
兰大夫皮肤调养护美肤中心,朝阳区,重庆路,4.7,单人温和脱毛体验,8.88,3
Queen's半永久工作室,朝阳区,红旗街,5.0,Queen's高端订制  发际修补,799,3
清秀佳人美容院,朝阳区,红旗街,4.4,单人面部护理体验二选一套餐,59,3
韩国兰芝专业祛痘纹绣美甲工作室,朝阳区,红旗街,5.0,单人秘制深层补水套餐,29.9,3
赛若麗美甲美容韩式半永久,朝阳区,红旗街,4.4,单人单次补水美白皮肤护理,19.9,2
瑶芳专业祛痘（湖西路店）,朝阳区,湖西路,5.0,单人高保温补水护理套餐,19.9,2
魅颜坊亚健康调理中心,朝阳区,红旗街,4.5,单人太极艾灸套餐,39.9,2
小瑜能量代谢减肥,朝阳区,红旗街,4.7,小瑜脸部背部美容,109,1
绿之林养生馆,朝阳区,红旗街,3.5,单人头疗套餐,38,1
五行经络养生减肥,朝阳区,红旗街,5.0,单人头疗套餐,38,1
苗颜坊专业祛痘除斑抗衰（辉南街店）,朝阳区,辉南街,3.5,莱美资深层面部补水套餐2次,68,1
阁蘭美容瘦身,朝阳区,桂林路,4.3,单人面部提升,38.8,1
依琳天使脱毛美肤会馆,朝阳区,红旗街,5.0,依琳天使&发际线脱净套餐,300,1
花语美容美甲室,朝阳区,朝阳桥,5.0,全身经络疏通套餐,276,1
幻之径美甲（桂林路会所）,朝阳区,桂林路,3.0,单人美容体验套餐,68,1
诺妍养生美容（同志街店）,朝阳区,桂林路,4.0,38,68,0
Lady ❤️You.美甲、瘦身,朝阳区,红旗街,5.0,单人冰点无痛净肤,88,0
艾尚医美美容工作室,朝阳区,重庆路,4.6,美白净肤套餐超值体验,58.8,0
秀颜美眉工作室,朝阳区,红旗街,4.2,单人韩式七选一套餐,1280,0
樂活女王美甲美睫馆,朝阳区,南湖公园,5.0,单人面部净排焕肤,98,0
V塑美美容SPA会所,朝阳区,朝阳区,3.5,代金券,60,0
蒂娅护肤养生馆,朝阳区,桂林路,4.0,保养套餐,199,0
小小美丽会所,朝阳区,红旗街,4.1,单人面部青春补水美白护理套餐1次,38,0
韩科医学美容有限公司（韩科医学皮肤管理中心）,朝阳区,红旗街,4.5,柔光焕肤,198,0
丽丽美甲美睫（红旗街店）,朝阳区,红旗街,5.0,单人韩式美眼,588,0
心海岸美睫美甲（桂林路店）,朝阳区,桂林路,5.0,高端健康养生美容美体SPA套餐,198,1
至善瑜伽（桂林路店）,朝阳区,桂林路,4.5,至善美容护理体验套餐,99,0
万达美甲美睫美容工作室,朝阳区,湖西路,4.9,单人洗眉,200,0
心海岸美睫美甲馆（红旗街店）,朝阳区,红旗街,4.7,高端健康养生美容美体SPA套餐,198,1
瑜美人瑜伽美容会所,朝阳区,红旗街,5.0,单人唇体验套餐,980,0
米兰美甲纹绣,朝阳区,红旗街,4.7,单人专业化妆1次,60,0
兰睫汇连锁（长春店）,朝阳区,桂林路,4.8,冰点绝毛套餐,99,0
伊美娜女子芳香SPA会所（伊蔓蒂店）,绿园区,绿园区,3.5,单人伊美娜美容纤体套餐,19.9,2
天姿百度女子养生会所,绿园区,锦江广场/电影城,4.1,单人面部美白补水提升抗.衰套餐,29.9,1
卓亚spa养生会馆,绿园区,锦江广场/电影城,3.0,单人中式瘦身套餐,238,0
雅度御足,宽城区,雁鸣湖,5.0,按脚松骨精油开背110分超值套,199,14
致镁美容工作室,宽城区,宽城区,4.2,单人韩式定妆型眉毛1次,398,11
依林纤体美容养生工作室,宽城区,宽城区,4.6,美容项目体验卡8次,58,6
享瘦美美容美甲,宽城区,火车站,5.0,单人面部护肤,35,6
卓雅美容,宽城区,宽城区,3.5,单人潮流韩式美妆套餐,688,2
瑞芝堂养生调理馆,宽城区,宽城区,3.0,小儿推拿调理,29.8,2
真鸿纹绣（韩绣指门市店）,宽城区,雁鸣湖,5.0,点斑 扁平疣 猴子 痦子脂肪粒,10,2
粉墨东西美甲美睫半永久工作室,宽城区,火车站,5.0,单人温和脱毛体验,19,1
靓姿丽影纹绣,宽城区,宽城区,3.5,单人韩式绣唇套餐,399,0
超群美甲美容,宽城区,火车站,4.9,瘦身,258,0
朋朋修脚（东盛大街店）,二道区,东盛,4.5,单人足部护理套餐,33.9,15628
利金足道（东盛店）,二道区,东盛,5.0,养生浴足套餐单人,96,10458
太和足道（吉林大路店）,二道区,东盛,4.6,太和宫廷调理,128,8205
太和浴足（临河街店）,二道区,东盛,3.8,太和宫廷调理,128,8205
固元堂传统中医推拿馆,二道区,东盛,5.0,全身养生推拿套餐,88,5088
北派修脚（二道店）,二道区,东盛,5.0,单人北派修脚套餐,28,4134
皇龙浴足（远达大街店）,二道区,二道区,5.0,单人新浴足套餐,129,4100
皇龙浴足（东盛大街店）,二道区,东盛,4.3,单人新浴足套餐,129,4100
皇龙浴足（会展大街店）,二道区,二道区,5.0,单人新浴足套餐,129,4100
克丽缇娜美容专家（民丰大街店）,二道区,东盛,3.5,克丽缇娜水妍润泽单人焕美套餐,158,3088
浪淘沙绿色健康足道,二道区,东盛,5.0,单人欢乐时光B套餐,98,1855
康顺盲人按摩,二道区,东盛,5.0,单人肩颈按摩套餐,29.8,1490
鸿逸足道,二道区,东盛,5.0,单人保健按摩套餐,139,1352
太古御足,二道区,东盛,5.0,太古风浴足70分钟,79,1335
万源足道（萬源足道三店）,二道区,东盛,5.0,单人养生玉足+擦鞋+茶水,78,1319
信康盲人按摩福临家园店,二道区,二道区,5.0,全身按摩,55.9,609
龙亿浴足SPA会馆,二道区,东盛,5.0,单人龙亿奢华浴足,169,457
专业脊柱梳理,二道区,东盛,4.5,单人脊柱梳理3次套餐,99,422
波丽霸美胸养生会所（东盛长影店）,二道区,东盛,4.3,单人身体芳香磁疗SPA 1次+肩颈保养1次经络净排、磁疗温补,68,276
苏茜国际婴幼儿游泳spa会馆,二道区,二道区,5.0,首次进店婴幼儿游泳2次套餐,68,218
金泉中医推拿馆,二道区,东盛,5.0,中式足道,58,160
自然生活美容美体中心（东盛大街店）,二道区,东盛,4.6,单人面鼻眼+肠道/肩颈护理套餐,98,160
丽雨嘉田女子美容会所（高格蓝湾店）,二道区,东盛,4.2,面部紧致水雕+经络养生调理+瑶浴单人套餐,58,150
悠悦汎歌女子会所（万科店）,二道区,东盛,4.0,悠悦汎歌专业女子SPA滋养套餐,198,127
秀域古方减肥（桃花店）,二道区,东盛,3.9,高科技生活美容单次体验课程,129,104
秀域古方减肥（万科店）,二道区,东盛,4.0,高科技生活美容单次体验课程,129,104
名媛会美容美体馆,二道区,东盛,5.0,芳香开背套餐,29.9,84
启典美容spa会馆（一店）,二道区,东盛,5.0,单人唇周/腋下温和脱毛2选1,18,84
启典美容中心（丝域养发）,二道区,东盛,5.0,单人唇周/腋下温和脱毛2选1,18,84
百莲凯美容美体（长春旗舰店）,二道区,二道区,4.6,单人娇好女人面部护理,38,64
喜舍美容养生会所,二道区,二道区,5.0,单人瑶浴养生,39.9,62
德尚爱婴养生馆,二道区,二道区,4.4,单人经络调理养生套餐,98,50
众联专业修脚,二道区,二道区,5.0,单人众联专业修脚首单套餐,9.9,39
悦享美美美容养生会所,二道区,东盛,3.6,单人面部24K金提升套餐,16.6,38
森焱瘦身中心（二道国贸店）,二道区,东盛,4.6,单人超值冰点脱·毛,38,36
苗方清颜专业祛痘连锁（乐群街店）,二道区,东盛,4.2,360注氧补水（面部）套餐,29.9,32
苗方清颜专业祛痘连锁（二道店）,二道区,东盛,3.9,360注氧补水（面部）套餐,29.9,32
苗方清颜专业祛痘连锁（北海丽景店）,二道区,二道区,4.6,360注氧补水（面部）套餐,29.9,32
董小姐の店,二道区,二道区,5.0,【超值】天然芦荟原汁芦荟灌肤,19.9,25
苗方净颜专业祛痘连锁机构（二道区总店）,二道区,东盛,5.0,单人颈肩疏通调理套餐,29.9,15
兰婷美容美体中心,二道区,东盛,4.3,单人睫毛,38,15
美都美容美发美体,二道区,东盛,4.5,睫毛嫁接,48,13
好一生盲人按摩院,二道区,东盛,4.5,局部按摩,35.9,11
涵曦美容瘦身体验馆,二道区,二道区,5.0,面部美容,19.9,8
偶尔our健康管理中心,二道区,二道区,3.5,单人局部按摩,78,6
鑫淼创美工作室,二道区,二道区,4.9,沙棘排湿养生保健,19.9,5
安琪拉专业祛痘祛斑纹绣,二道区,东盛,4.6,修眉套餐,1,2
秀之宇美容院,二道区,东盛,4.9,单人超值美容体验,168,2
鑫源阁美容,二道区,东盛,3.5,美体朔身,299,1
长春海峡整形美容医院,二道区,东盛,3.5,单人丰苹果肌体验,10800,0
万鑫阁健足养生会馆,二道区,二道区,3.8,万鑫阁养生调理,158,1
天钰美容美体会馆,二道区,东盛,3.5,美丽体验套餐,198,1
专业祛痘,二道区,二道区,4.6,深层秘制补水,29.9,1
薇薇美甲,二道区,二道区,4.1,生活化妆,13.9,0
北派修脚（飞跃广场店）,汽车开发区,汽车开发区,5.0,单人北派修脚套餐,28,4134
欣奕除疤（天茂店）,汽车开发区,汽车开发区,4.7,去黑头：深层清洁+除粉刺+收缩毛孔+补水保湿,58,3111
克丽缇娜美容专家（怡众名城店）,汽车开发区,汽车开发区,3.5,克丽缇娜水妍润泽单人焕美套餐,158,3088
金舫足道（东风大街店）,汽车开发区,汽车开发区,5.0,金舫套餐,119,1313
名红御足（车百）,汽车开发区,汽车开发区,5.0,名红吉祥单人套餐,98,428
洪波盲医按摩推拿,汽车开发区,汽车开发区,5.0,单人局部按摩,27.8,373
雪茹美度（安顺店）,汽车开发区,汽车开发区,5.0,单人德国菲瑞丝水凝保湿护理/美国蓓丽雅御脊梳理套餐二选一,99,193
金舫足道（盲人按摩院）,汽车开发区,汽车开发区,5.0,单人中式推拿60分钟,6.9,134
自然美（天茂店）,汽车开发区,汽车开发区,4.8,基础面部课程,128,66
鑫焱盲人按摩养生馆,汽车开发区,汽车开发区,5.0,单人全身按摩,50,62
张起文中医按摩,汽车开发区,汽车开发区,5.0,经络瘦身,18.8,38
仟伊丽颜美容美体养生会馆,汽车开发区,汽车开发区,5.0,豪华多项美容养生套餐,48,18
美莲汇韩式半永久定妆（华丽安庆路店）,汽车开发区,汽车开发区,4.6,环保无痕绒丝睫毛嫁接/韩式粉熏眉/OPT脱局部毛/修眉3选1,196,9
佑一堂（奔驰路店）,汽车开发区,汽车开发区,4.6,刮痧,22,6
悦馨美容院,汽车开发区,汽车开发区,4.1,超值美容美体SPA艾灸,88,4
五行艾灸堂,汽车开发区,汽车开发区,4.0,单人背部+腹部+脚部经典套餐,168,2
易行中艾堂,汽车开发区,汽车开发区,3.5,单人背部+腹部+脚部经典套餐,168,2
佐康专业祛痘（长春绿园旗舰店）,汽车开发区,汽车开发区,3.5,面部保养,98,0
思嘉俪形象会馆,汽车开发区,汽车开发区,3.5,思嘉俪造型美容出水芙蓉形象设计,10,0
路易·芬尼国际名媛spa会所,汽车开发区,汽车开发区,3.8,单人日式美甲套餐,128,0
蝴蝶兰SPA会馆,汽车开发区,汽车开发区,3.5,美甲套餐,27.9,0
东方丽人美甲,汽车开发区,汽车开发区,5.0,东方丽人代金券,100,0
歌普兰专业祛斑祛痘连锁店,汽车开发区,汽车开发区,3.0,单人韩式素颜美妆三选一套餐,580,0
